car_name,brand,year,mileage_km,location,transmission,fuel_type,engine_size_cc,condition,service_history,accident_history,color,owner_count,price_rp,instalment_rp_monthly
Nissan Livina,Nissan,2018,122121,Jakarta Utara,Automatic,Petrol,2400,Fair,Partial Service Record,Unknown,Red,1,115246731,2362557
Suzuki Ertiga,Suzuki,2020,74881,Semarang,Automatic,Petrol,1800,Fair,Partial Service Record,Unknown,White,1,124958571,2561650
Nissan Livina,Nissan,2013,152795,Pekanbaru,Automatic,Petrol,1300,Good,Partial Service Record,Minor Accident,Black,2,87119789,1785955
Nissan Livina,Nissan,2016,126159,Bandung,Automatic,Petrol,1800,Good,Partial Service Record,Never,Silver,2,129485590,2654454
Nissan March,Nissan,2020,77141,Padang,Manual,Petrol,1200,Good,Partial Service Record,Never,White,1,136072618,2789488
Daihatsu Sigra,Daihatsu,2024,4000,Jakarta Selatan,Manual,Petrol,2000,Excellent,Full Service Record,Never,Gray,1,166803962,3419481
Mazda CX-5,Mazda,2012,172336,Medan,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,Blue,2,164421853,3370647
Hyundai Ioniq,Hyundai,2016,131164,Padang,Manual,Electric,1300,Good,Partial Service Record,Never,Gray,1,191378563,3923260
Nissan X-Trail,Nissan,2013,151331,Medan,Automatic,Petrol,1800,Good,Partial Service Record,Minor Accident,Blue,3,84621260,1734735
Daihatsu Xenia,Daihatsu,2013,173614,Medan,Automatic,Petrol,1500,Good,Partial Service Record,Never,Black,3,70000000,1435000
Hyundai Creta,Hyundai,2017,105701,Tangerang,Automatic,Petrol,1800,Fair,Full Service Record,Never,Gray,1,157687674,3232597
Daihatsu Terios,Daihatsu,2015,145805,Pekanbaru,Automatic,Petrol,2000,Excellent,Partial Service Record,Minor Accident,Blue,1,70000000,1435000
Mazda CX-5,Mazda,2015,172915,Padang,Automatic,Petrol,1300,Excellent,Full Service Record,Never,White,2,205114833,4204854
Hyundai Ioniq,Hyundai,2019,82264,Depok,Automatic,Electric,1800,Good,Unknown,Minor Accident,Red,1,281084949,5762241
Toyota Rush,Toyota,2011,145041,Bogor,Automatic,Diesel,1000,Good,Full Service Record,Never,Silver,1,140929699,2889058
Daihatsu Sigra,Daihatsu,2014,137941,Bandung,Automatic,Petrol,2400,Good,Partial Service Record,Never,Black,2,85423873,1751189
Hyundai Ioniq,Hyundai,2025,4000,Tangerang,Automatic,Electric,2400,Excellent,Unknown,Never,Silver,1,343010459,7031714
Daihatsu Terios,Daihatsu,2012,179002,Depok,Automatic,Petrol,1200,Excellent,Full Service Record,Unknown,Black,3,70000000,1435000
Mazda CX-5,Mazda,2022,71568,Tangerang,Automatic,Petrol,1000,Excellent,Partial Service Record,Minor Accident,Red,1,277511077,5688977
Nissan March,Nissan,2012,180525,Pekanbaru,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,Black,3,73241582,1501452
Toyota Yaris,Toyota,2022,53765,Bandung,Manual,Diesel,2000,Excellent,Full Service Record,Never,Gray,1,253796713,5202832
Nissan Livina,Nissan,2019,72391,Semarang,Automatic,Petrol,1800,Good,Partial Service Record,Minor Accident,Gray,1,172462514,3535481
Mitsubishi Xpander,Mitsubishi,2016,148361,Bogor,Automatic,Diesel,1500,Excellent,Full Service Record,Never,Silver,1,204307475,4188303
Suzuki XL7,Suzuki,2022,61558,Bogor,Automatic,Hybrid,2000,Fair,Unknown,Minor Accident,White,3,177767363,3644230
Toyota Innova,Toyota,2014,149120,Surabaya,Automatic,Hybrid,1300,Good,Unknown,Unknown,Silver,1,151355388,3102785
Hyundai Stargazer,Hyundai,2012,171687,Bandung,Automatic,Petrol,1500,Good,Partial Service Record,Minor Accident,Silver,1,156771848,3213822
Mazda CX-5,Mazda,2025,14009,Pekanbaru,Automatic,Petrol,1300,Excellent,Full Service Record,Never,Blue,2,314696910,6451286
Mazda Mazda2,Mazda,2020,80139,Semarang,Automatic,Petrol,1500,Excellent,Full Service Record,Never,Red,2,257100382,5270557
Mitsubishi Outlander,Mitsubishi,2023,24960,Bogor,Manual,Diesel,2000,Good,Partial Service Record,Never,Blue,1,265332818,5439322
Nissan Livina,Nissan,2022,75454,Medan,Automatic,Petrol,1500,Excellent,Full Service Record,Minor Accident,Silver,1,179523968,3680241
Mitsubishi Pajero,Mitsubishi,2011,182742,Jakarta Barat,Automatic,Petrol,1500,Good,Unknown,Never,Red,1,146073857,2994514
Mazda Mazda3,Mazda,2014,154800,Padang,Manual,Petrol,1800,Excellent,Unknown,Never,Silver,2,235785160,4833595
Hyundai Ioniq,Hyundai,2020,64195,Makassar,Automatic,Electric,2000,Good,Full Service Record,Never,White,2,272785865,5592110
Toyota Innova,Toyota,2020,78748,Jakarta Utara,Manual,Hybrid,1800,Excellent,Full Service Record,Never,Blue,1,240550475,4931284
Honda CR-V,Honda,2011,138928,Jakarta Utara,Automatic,Petrol,1200,Excellent,Partial Service Record,Never,Blue,3,153947209,3155917
Honda HR-V,Honda,2016,99870,Surabaya,Automatic,Petrol,2000,Good,Partial Service Record,Minor Accident,White,1,149937875,3073726
Mitsubishi Xpander,Mitsubishi,2023,35434,Surabaya,Automatic,Diesel,1000,Good,Full Service Record,Never,Black,2,266051000,5454045
Suzuki XL7,Suzuki,2022,24195,Surabaya,Manual,Petrol,1300,Excellent,Partial Service Record,Never,White,2,153641598,3149652
Mitsubishi Xpander,Mitsubishi,2015,175909,Padang,Manual,Diesel,2400,Excellent,Partial Service Record,Never,Black,1,209554953,4295876
Toyota Innova,Toyota,2025,4000,Bekasi,Automatic,Diesel,1300,Fair,Partial Service Record,Minor Accident,Silver,1,231186020,4739313
Hyundai Creta,Hyundai,2017,114226,Semarang,Automatic,Electric,1800,Good,Partial Service Record,Never,Red,1,235147536,4820524
Nissan X-Trail,Nissan,2015,161803,Bekasi,Automatic,Petrol,1500,Excellent,Partial Service Record,Never,Red,1,156467828,3207590
Daihatsu Sigra,Daihatsu,2014,152663,Padang,Automatic,Petrol,1500,Fair,Unknown,Never,Black,2,70000000,1435000
Suzuki Ertiga,Suzuki,2014,138415,Jakarta Selatan,Automatic,Hybrid,1300,Excellent,Partial Service Record,Never,Gray,1,100282874,2055798
Suzuki XL7,Suzuki,2025,4000,Jakarta Selatan,Automatic,Petrol,1300,Good,Partial Service Record,Never,Blue,2,189542096,3885612
Hyundai Creta,Hyundai,2016,132118,Bandung,Manual,Electric,1000,Good,Full Service Record,Never,Black,1,233863326,4794198
Toyota Rush,Toyota,2017,93595,Pekanbaru,Automatic,Petrol,1200,Excellent,Partial Service Record,Never,Red,1,202740008,4156170
Honda Brio,Honda,2020,69849,Bogor,Manual,Petrol,1800,Good,Full Service Record,Never,White,1,177013345,3628773
Toyota Calya,Toyota,2024,36441,Jakarta Barat,Automatic,Diesel,1300,Excellent,Partial Service Record,Never,Red,1,241522957,4951220
Hyundai Stargazer,Hyundai,2025,6458,Bandung,Manual,Petrol,1000,Excellent,Full Service Record,Never,Black,1,239834466,4916606
Toyota Innova,Toyota,2016,121575,Jakarta Utara,Manual,Diesel,1300,Excellent,Full Service Record,Never,Silver,2,176224805,3612608
Nissan X-Trail,Nissan,2014,138526,Jakarta Utara,Automatic,Petrol,2400,Good,Unknown,Unknown,Silver,1,109193500,2238466
Nissan X-Trail,Nissan,2015,114543,Depok,Automatic,Petrol,2400,Excellent,Full Service Record,Never,Red,2,136096050,2789969
Hyundai Creta,Hyundai,2016,141404,Semarang,Automatic,Electric,1500,Good,Partial Service Record,Never,Blue,1,209201903,4288639
Honda Jazz,Honda,2023,61075,Bandung,Manual,Petrol,2400,Excellent,Partial Service Record,Minor Accident,Silver,1,222483044,4560902
Toyota Yaris,Toyota,2019,78299,Tangerang,Automatic,Diesel,2400,Excellent,Unknown,Never,Silver,3,240133499,4922736
Honda Brio,Honda,2024,19219,Bogor,Automatic,Hybrid,1200,Good,Full Service Record,Never,Red,1,254208586,5211276
Hyundai Creta,Hyundai,2011,176797,Tangerang,Automatic,Electric,2400,Good,Full Service Record,Never,Gray,1,203175889,4165105
Suzuki Baleno,Suzuki,2023,45698,Jakarta Selatan,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,Black,2,162686117,3335065
Nissan Livina,Nissan,2011,163704,Depok,Automatic,Petrol,1800,Good,Full Service Record,Never,Red,1,110621529,2267741
Nissan March,Nissan,2013,154406,Surabaya,Automatic,Petrol,2400,Good,Unknown,Never,Silver,1,106024802,2173508
Mitsubishi Outlander,Mitsubishi,2020,76733,Semarang,Automatic,Petrol,2400,Good,Partial Service Record,Never,Blue,3,243980417,5001598
Toyota Innova,Toyota,2021,71556,Pekanbaru,Automatic,Petrol,1200,Good,Partial Service Record,Unknown,Black,1,192790065,3952196
Suzuki Karimun,Suzuki,2022,4000,Surabaya,Automatic,Hybrid,2000,Good,Partial Service Record,Never,Black,2,216889763,4446240
Hyundai Stargazer,Hyundai,2015,139261,Pekanbaru,Automatic,Petrol,1500,Excellent,Full Service Record,Never,Silver,1,177407785,3636859
Daihatsu Sigra,Daihatsu,2016,126225,Depok,Automatic,Petrol,2400,Good,Unknown,Never,Black,1,91047645,1866476
Daihatsu Ayla,Daihatsu,2022,66139,Pekanbaru,Manual,Petrol,1000,Excellent,Full Service Record,Never,Red,2,135004363,2767589
Mitsubishi Xpander,Mitsubishi,2019,74527,Pekanbaru,Manual,Diesel,1500,Excellent,Full Service Record,Never,Red,1,259415289,5318013
Suzuki XL7,Suzuki,2018,86669,Tangerang,Manual,Hybrid,1800,Excellent,Full Service Record,Never,Gray,1,175703560,3601922
Toyota Fortuner,Toyota,2015,153645,Tangerang,Manual,Petrol,2000,Good,Partial Service Record,Minor Accident,Red,1,154458396,3166397
Mitsubishi Outlander,Mitsubishi,2018,67863,Medan,Automatic,Diesel,2400,Excellent,Partial Service Record,Never,White,2,265280747,5438255
Suzuki Ertiga,Suzuki,2025,41323,Tangerang,Automatic,Petrol,1800,Good,Full Service Record,Never,Blue,3,189559362,3885966
Daihatsu Xenia,Daihatsu,2025,58006,Jakarta Selatan,Automatic,Petrol,1000,Good,Full Service Record,Never,Blue,1,126962931,2602740
Toyota Fortuner,Toyota,2014,152594,Bekasi,Automatic,Petrol,2000,Excellent,Full Service Record,Never,Silver,2,137047171,2809467
Mitsubishi Xpander,Mitsubishi,2022,62653,Bandung,Automatic,Petrol,1300,Fair,Full Service Record,Unknown,Silver,1,208492068,4274087
Nissan March,Nissan,2018,69187,Bekasi,Automatic,Petrol,1000,Excellent,Full Service Record,Never,Silver,1,121393019,2488556
Mazda Mazda3,Mazda,2017,95497,Semarang,Automatic,Petrol,1500,Good,Partial Service Record,Never,Red,1,253125811,5189079
Toyota Fortuner,Toyota,2014,163041,Pekanbaru,Manual,Diesel,2400,Fair,Full Service Record,Never,White,1,131158549,2688750
Mitsubishi Outlander,Mitsubishi,2023,42512,Pekanbaru,Automatic,Petrol,1800,Good,Unknown,Never,Silver,3,246650566,5056336
Mazda Mazda3,Mazda,2021,56734,Makassar,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,Gray,1,269663108,5528093
Toyota Fortuner,Toyota,2011,184191,Jakarta Utara,Automatic,Diesel,1000,Excellent,Full Service Record,Minor Accident,Gray,3,99489793,2039540
Nissan X-Trail,Nissan,2013,165125,Surabaya,Automatic,Petrol,1800,Good,Unknown,Never,Black,2,78927035,1618004
Suzuki Baleno,Suzuki,2011,174724,Bekasi,Automatic,Petrol,1300,Good,Full Service Record,Unknown,White,1,70000000,1435000
Daihatsu Sigra,Daihatsu,2025,11478,Jakarta Barat,Automatic,Petrol,1200,Excellent,Unknown,Never,Blue,2,171790644,3521708
Honda City,Honda,2012,167346,Makassar,Automatic,Petrol,1300,Excellent,Partial Service Record,Never,White,1,105351836,2159712
Honda Mobilio,Honda,2019,65058,Medan,Manual,Petrol,1200,Excellent,Partial Service Record,Never,White,2,178738524,3664139
Mitsubishi Xpander,Mitsubishi,2021,65824,Surabaya,Automatic,Petrol,2400,Excellent,Partial Service Record,Never,Red,2,265281958,5438280
Nissan X-Trail,Nissan,2022,80464,Bekasi,Automatic,Petrol,1500,Fair,Partial Service Record,Never,Black,2,146972629,3012938
Mitsubishi Xpander,Mitsubishi,2021,91175,Surabaya,Automatic,Petrol,1300,Fair,Unknown,Never,Gray,2,208651534,4277356
Daihatsu Sigra,Daihatsu,2025,4000,Bogor,Manual,Petrol,1300,Good,Unknown,Minor Accident,Silver,1,129217364,2648955
Toyota Rush,Toyota,2021,70271,Jakarta Barat,Automatic,Diesel,1500,Fair,Unknown,Never,Gray,2,181849320,3727911
Daihatsu Xenia,Daihatsu,2011,192159,Tangerang,Manual,Petrol,1200,Good,Partial Service Record,Never,Silver,2,70000000,1435000
Mitsubishi Pajero,Mitsubishi,2013,148610,Semarang,Manual,Petrol,1800,Excellent,Full Service Record,Minor Accident,Red,1,185753769,3807952
Suzuki Karimun,Suzuki,2012,150644,Makassar,Manual,Petrol,1500,Good,Unknown,Never,Silver,1,70000000,1435000
Suzuki Baleno,Suzuki,2022,24225,Bekasi,Automatic,Hybrid,1000,Good,Partial Service Record,Never,Red,3,198535437,4069976
Mazda CX-5,Mazda,2019,75995,Semarang,Automatic,Petrol,2400,Good,Full Service Record,Unknown,Black,1,270802062,5551442
Toyota Avanza,Toyota,2023,42300,Padang,Manual,Hybrid,2000,Good,Full Service Record,Never,Gray,2,249801878,5120938
Toyota Rush,Toyota,2025,9154,Padang,Automatic,Petrol,1300,Fair,Partial Service Record,Never,Black,1,224858523,4609599
Honda HR-V,Honda,2015,121003,Jakarta Utara,Manual,Petrol,1000,Excellent,Unknown,Never,Silver,1,140268182,2875497
Suzuki Baleno,Suzuki,2011,157515,Bekasi,Automatic,Petrol,1000,Good,Partial Service Record,Never,Black,1,70000000,1435000
Mazda Mazda2,Mazda,2012,174312,Pekanbaru,Automatic,Petrol,1500,Excellent,Full Service Record,Never,White,1,188223924,3858590
Honda Jazz,Honda,2017,127197,Jakarta Barat,Manual,Petrol,2000,Good,Unknown,Never,Blue,3,139589504,2861584
Mitsubishi Xpander,Mitsubishi,2024,7315,Padang,Automatic,Petrol,1200,Excellent,Full Service Record,Unknown,Red,1,259425715,5318227
Suzuki Ertiga,Suzuki,2022,56071,Bekasi,Automatic,Petrol,1300,Excellent,Unknown,Minor Accident,Blue,3,165314719,3388951
Mitsubishi Pajero,Mitsubishi,2012,134169,Jakarta Selatan,Manual,Petrol,2400,Excellent,Full Service Record,Never,Red,2,175741086,3602692
Mitsubishi Outlander,Mitsubishi,2015,120165,Jakarta Utara,Manual,Petrol,2000,Excellent,Full Service Record,Never,Silver,2,200275030,4105638
Hyundai Creta,Hyundai,2024,37132,Bogor,Manual,Petrol,1000,Good,Full Service Record,Never,Black,3,229637408,4707566
Nissan X-Trail,Nissan,2015,111880,Jakarta Utara,Manual,Petrol,1800,Good,Partial Service Record,Never,White,1,105705745,2166967
Mazda Mazda3,Mazda,2012,157120,Depok,Automatic,Petrol,2400,Fair,Partial Service Record,Never,White,1,168866695,3461767
Hyundai Stargazer,Hyundai,2024,49523,Pekanbaru,Automatic,Electric,1000,Good,Unknown,Never,Blue,3,305661833,6266067
Mazda Mazda3,Mazda,2024,10808,Pekanbaru,Manual,Petrol,2000,Excellent,Unknown,Unknown,Black,2,298511212,6119479
Suzuki Karimun,Suzuki,2011,164628,Padang,Automatic,Hybrid,2400,Excellent,Full Service Record,Unknown,Silver,1,131222691,2690065
Nissan Livina,Nissan,2024,34365,Surabaya,Automatic,Petrol,2000,Good,Full Service Record,Unknown,White,1,203945655,4180885
Hyundai Stargazer,Hyundai,2012,203185,Bogor,Automatic,Electric,1800,Good,Partial Service Record,Never,Black,2,192836455,3953147
Daihatsu Sigra,Daihatsu,2023,31685,Medan,Automatic,Petrol,1200,Good,Full Service Record,Unknown,White,3,134552638,2758329
Honda City,Honda,2012,181837,Tangerang,Automatic,Petrol,1800,Excellent,Full Service Record,Unknown,Blue,2,105671957,2166275
Toyota Rush,Toyota,2011,204223,Surabaya,Automatic,Diesel,1500,Excellent,Partial Service Record,Unknown,Silver,1,156525822,3208779
Hyundai Stargazer,Hyundai,2016,125859,Semarang,Automatic,Electric,1000,Good,Full Service Record,Minor Accident,Gray,1,220477571,4519790
Honda HR-V,Honda,2018,91141,Pekanbaru,Automatic,Hybrid,1000,Excellent,Partial Service Record,Never,Silver,2,219265600,4494944
Mitsubishi Pajero,Mitsubishi,2016,104226,Padang,Automatic,Petrol,1300,Excellent,Partial Service Record,Never,Blue,1,221329494,4537254
Suzuki XL7,Suzuki,2020,46346,Jakarta Barat,Automatic,Hybrid,1500,Excellent,Partial Service Record,Never,Red,1,210065020,4306332
Nissan Livina,Nissan,2011,200010,Padang,Automatic,Petrol,1200,Excellent,Full Service Record,Never,Silver,2,85151769,1745611
Suzuki Karimun,Suzuki,2017,111257,Padang,Automatic,Hybrid,2000,Excellent,Full Service Record,Unknown,White,2,165951251,3402000
Suzuki Baleno,Suzuki,2025,35990,Bandung,Automatic,Hybrid,1300,Excellent,Full Service Record,Minor Accident,Black,2,227064149,4654815
Hyundai Ioniq,Hyundai,2023,53800,Makassar,Manual,Electric,1300,Good,Full Service Record,Never,Silver,1,287665647,5897145
Toyota Innova,Toyota,2015,120894,Tangerang,Automatic,Hybrid,1200,Good,Full Service Record,Minor Accident,Red,2,164786006,3378113
Mitsubishi Outlander,Mitsubishi,2019,62636,Depok,Automatic,Petrol,1800,Good,Full Service Record,Unknown,White,2,216995871,4448415
Honda HR-V,Honda,2013,163428,Bogor,Manual,Petrol,1200,Excellent,Partial Service Record,Never,Blue,1,95159377,1950767
Mazda Mazda2,Mazda,2016,108614,Makassar,Automatic,Petrol,2000,Good,Partial Service Record,Never,Red,2,219920170,4508363
Mazda CX-5,Mazda,2023,42780,Medan,Automatic,Petrol,2000,Excellent,Partial Service Record,Minor Accident,Red,2,306682158,6286984
Mitsubishi Outlander,Mitsubishi,2025,4000,Jakarta Utara,Manual,Petrol,1300,Good,Partial Service Record,Never,White,1,242664985,4974632
Toyota Avanza,Toyota,2015,116497,Makassar,Automatic,Petrol,2000,Good,Partial Service Record,Minor Accident,Black,2,166580540,3414901
Honda Mobilio,Honda,2024,21462,Depok,Automatic,Petrol,1500,Excellent,Unknown,Never,Black,2,222661598,4564562
Daihatsu Xenia,Daihatsu,2011,196813,Semarang,Automatic,Petrol,1000,Fair,Unknown,Never,Black,2,70000000,1435000
Suzuki Baleno,Suzuki,2013,161517,Padang,Manual,Petrol,1500,Excellent,Full Service Record,Never,Black,1,82336868,1687905
Hyundai Creta,Hyundai,2023,57210,Jakarta Barat,Automatic,Petrol,2400,Excellent,Full Service Record,Never,White,2,265390980,5440515
Hyundai Stargazer,Hyundai,2019,61795,Depok,Automatic,Electric,1500,Excellent,Partial Service Record,Unknown,White,2,276455511,5667337
Mazda Mazda2,Mazda,2023,16972,Bogor,Automatic,Petrol,2400,Good,Partial Service Record,Never,Silver,1,300500119,6160252
Suzuki Ertiga,Suzuki,2011,178395,Medan,Automatic,Petrol,1500,Excellent,Partial Service Record,Never,Blue,1,70000000,1435000
Mitsubishi Xpander,Mitsubishi,2018,134982,Makassar,Automatic,Petrol,1300,Excellent,Full Service Record,Unknown,Black,2,225693568,4626718
Toyota Agya,Toyota,2013,168137,Jakarta Barat,Automatic,Petrol,1500,Good,Full Service Record,Never,Red,1,107491889,2203583
Mitsubishi Pajero,Mitsubishi,2024,4800,Jakarta Barat,Manual,Petrol,2000,Excellent,Full Service Record,Never,Silver,2,282109390,5783242
Mitsubishi Xpander,Mitsubishi,2020,70629,Semarang,Manual,Petrol,1800,Good,Unknown,Never,Black,1,219403361,4497768
Mazda CX-5,Mazda,2020,75972,Makassar,Manual,Petrol,1300,Fair,Full Service Record,Never,White,2,215989199,4427778
Hyundai Stargazer,Hyundai,2019,73763,Tangerang,Automatic,Electric,1300,Good,Partial Service Record,Minor Accident,Silver,1,260039369,5330807
Nissan X-Trail,Nissan,2022,59038,Bogor,Automatic,Petrol,1000,Excellent,Full Service Record,Minor Accident,Black,1,176367202,3615527
Nissan March,Nissan,2013,153183,Bekasi,Automatic,Petrol,2400,Good,Partial Service Record,Never,White,1,128633662,2636990
Nissan Livina,Nissan,2018,90612,Bekasi,Automatic,Petrol,1300,Excellent,Full Service Record,Never,Blue,2,141953652,2910049
Honda CR-V,Honda,2020,94684,Bekasi,Manual,Petrol,2000,Fair,Partial Service Record,Unknown,Gray,2,178491130,3659068
Suzuki XL7,Suzuki,2015,101226,Jakarta Utara,Automatic,Petrol,1300,Good,Partial Service Record,Never,Silver,1,107047877,2194481
Suzuki Ertiga,Suzuki,2019,66687,Medan,Manual,Hybrid,1800,Excellent,Full Service Record,Never,White,1,181047546,3711474
Toyota Yaris,Toyota,2018,81288,Jakarta Utara,Automatic,Hybrid,1200,Good,Partial Service Record,Never,Black,3,203029548,4162105
Toyota Rush,Toyota,2022,32741,Jakarta Barat,Automatic,Hybrid,1300,Good,Partial Service Record,Never,Red,3,255640592,5240632
Toyota Calya,Toyota,2011,166882,Jakarta Selatan,Automatic,Petrol,1500,Fair,Partial Service Record,Minor Accident,Gray,1,104415012,2140507
Hyundai Stargazer,Hyundai,2012,176792,Medan,Automatic,Electric,1200,Good,Full Service Record,Never,Red,1,191451705,3924759
Nissan X-Trail,Nissan,2013,175737,Bogor,Automatic,Petrol,1800,Good,Partial Service Record,Never,Gray,1,76487221,1567988
Toyota Agya,Toyota,2016,136488,Bandung,Automatic,Diesel,2000,Excellent,Partial Service Record,Never,Blue,1,188972023,3873926
Daihatsu Ayla,Daihatsu,2020,53647,Bekasi,Manual,Petrol,1800,Excellent,Unknown,Never,Red,1,116867023,2395773
Hyundai Ioniq,Hyundai,2020,70066,Bogor,Automatic,Electric,1300,Fair,Partial Service Record,Never,Gray,1,243799334,4997886
Hyundai Ioniq,Hyundai,2012,176140,Semarang,Automatic,Electric,2400,Good,Partial Service Record,Never,Blue,3,242547275,4972219
Hyundai Stargazer,Hyundai,2016,124320,Jakarta Selatan,Automatic,Electric,1500,Good,Full Service Record,Never,White,2,247612992,5076066
Mitsubishi Xpander,Mitsubishi,2021,83503,Semarang,Automatic,Diesel,2000,Good,Partial Service Record,Never,Blue,1,263126902,5394101
Suzuki Ertiga,Suzuki,2012,155843,Jakarta Barat,Automatic,Petrol,1300,Good,Partial Service Record,Never,White,2,70000000,1435000
Mitsubishi Xpander,Mitsubishi,2016,122813,Bogor,Manual,Petrol,1500,Good,Partial Service Record,Never,Blue,1,193924073,3975443
Daihatsu Sigra,Daihatsu,2016,112921,Semarang,Manual,Petrol,1200,Excellent,Full Service Record,Never,Red,1,99186962,2033332
Honda Jazz,Honda,2017,112519,Jakarta Barat,Automatic,Hybrid,1000,Good,Partial Service Record,Never,White,3,158198556,3243070
Daihatsu Xenia,Daihatsu,2022,28579,Bogor,Automatic,Petrol,1000,Good,Full Service Record,Never,White,2,135788758,2783669
Suzuki XL7,Suzuki,2019,67279,Semarang,Automatic,Petrol,1500,Good,Partial Service Record,Minor Accident,Black,2,126767329,2598730
Honda CR-V,Honda,2022,34858,Padang,Automatic,Petrol,1000,Excellent,Full Service Record,Never,Gray,1,199747984,4094833
Mazda CX-5,Mazda,2023,25853,Bogor,Manual,Petrol,2000,Excellent,Unknown,Minor Accident,White,1,305925112,6271464
Mazda Mazda2,Mazda,2011,207862,Bogor,Automatic,Petrol,2000,Excellent,Full Service Record,Never,White,2,228287965,4679903
Suzuki XL7,Suzuki,2015,153157,Jakarta Selatan,Manual,Hybrid,1500,Fair,Unknown,Minor Accident,Gray,2,108406986,2222343
Nissan Livina,Nissan,2024,20172,Depok,Automatic,Petrol,1500,Excellent,Partial Service Record,Minor Accident,Red,2,209535520,4295478
Suzuki XL7,Suzuki,2019,87112,Padang,Automatic,Hybrid,2400,Excellent,Full Service Record,Minor Accident,Silver,1,193387751,3964448
Hyundai Ioniq,Hyundai,2025,4000,Bogor,Manual,Petrol,1300,Good,Full Service Record,Never,Silver,3,238879228,4897024
Toyota Calya,Toyota,2023,32772,Pekanbaru,Automatic,Hybrid,1000,Excellent,Partial Service Record,Never,Black,3,267322219,5480105
Daihatsu Ayla,Daihatsu,2022,50873,Semarang,Automatic,Petrol,1500,Excellent,Full Service Record,Never,Gray,1,152406451,3124332
Honda Jazz,Honda,2020,92622,Tangerang,Automatic,Petrol,1800,Excellent,Full Service Record,Unknown,Black,2,192063888,3937309
Hyundai Ioniq,Hyundai,2014,149882,Pekanbaru,Manual,Electric,1300,Excellent,Full Service Record,Never,White,2,193227866,3961171
Hyundai Stargazer,Hyundai,2025,19792,Medan,Automatic,Petrol,2400,Fair,Full Service Record,Never,Silver,1,240778779,4935964
Toyota Fortuner,Toyota,2019,89359,Pekanbaru,Automatic,Petrol,2400,Excellent,Partial Service Record,Never,Red,1,208610163,4276508
Suzuki Baleno,Suzuki,2025,16842,Bekasi,Manual,Petrol,1000,Good,Partial Service Record,Unknown,Silver,2,156359651,3205372
Mazda CX-5,Mazda,2015,106858,Pekanbaru,Manual,Petrol,1200,Good,Full Service Record,Unknown,Red,1,212124068,4348543
Honda CR-V,Honda,2017,100498,Surabaya,Automatic,Hybrid,1300,Excellent,Partial Service Record,Never,Blue,1,196510616,4028467
Toyota Agya,Toyota,2025,37827,Bandung,Automatic,Hybrid,1000,Excellent,Partial Service Record,Never,Blue,3,278829326,5716001
Nissan Livina,Nissan,2012,182830,Bekasi,Manual,Petrol,1200,Good,Full Service Record,Minor Accident,Gray,3,70000000,1435000
Hyundai Ioniq,Hyundai,2023,44896,Jakarta Selatan,Manual,Petrol,1800,Excellent,Full Service Record,Never,Blue,1,243761704,4997114
Daihatsu Terios,Daihatsu,2018,97200,Makassar,Automatic,Petrol,1500,Excellent,Partial Service Record,Minor Accident,White,2,116222948,2382570
Toyota Fortuner,Toyota,2023,47869,Jakarta Utara,Manual,Diesel,1800,Excellent,Unknown,Never,Black,1,241250512,4945635
Suzuki Ertiga,Suzuki,2011,162991,Tangerang,Automatic,Hybrid,2400,Good,Full Service Record,Never,Black,3,127543800,2614647
Hyundai Stargazer,Hyundai,2018,67558,Bekasi,Automatic,Electric,2000,Good,Full Service Record,Never,Gray,1,262454145,5380309
Honda CR-V,Honda,2019,77122,Jakarta Utara,Manual,Petrol,1500,Excellent,Full Service Record,Never,Gray,2,182170489,3734495
Nissan March,Nissan,2014,153682,Jakarta Selatan,Automatic,Petrol,1500,Excellent,Partial Service Record,Never,Red,1,131104778,2687647
Mitsubishi Xpander,Mitsubishi,2014,145940,Jakarta Utara,Automatic,Diesel,1500,Fair,Full Service Record,Minor Accident,Silver,2,186506933,3823392
Honda City,Honda,2015,150251,Tangerang,Automatic,Petrol,1500,Excellent,Full Service Record,Unknown,Black,1,123023143,2521974
Suzuki Karimun,Suzuki,2019,90326,Tangerang,Automatic,Hybrid,1800,Fair,Full Service Record,Minor Accident,White,2,148399856,3042197
Mazda Mazda2,Mazda,2024,24807,Pekanbaru,Automatic,Petrol,2400,Excellent,Full Service Record,Never,White,2,330541844,6776107
Honda CR-V,Honda,2019,107894,Depok,Automatic,Petrol,1200,Excellent,Full Service Record,Never,White,2,178559323,3660466
Nissan March,Nissan,2019,104382,Semarang,Automatic,Petrol,1000,Good,Full Service Record,Unknown,Black,2,132408644,2714377
Toyota Fortuner,Toyota,2025,10234,Pekanbaru,Automatic,Hybrid,1300,Excellent,Unknown,Minor Accident,White,2,279917632,5738311
Mazda Mazda3,Mazda,2012,148145,Bandung,Automatic,Petrol,2400,Good,Partial Service Record,Minor Accident,Blue,2,227184473,4657281
Mitsubishi Outlander,Mitsubishi,2014,127667,Medan,Automatic,Diesel,1000,Fair,Partial Service Record,Never,Red,1,158709352,3253541
