car_name,brand,year,mileage_km,location,transmission,fuel_type,engine_size_cc,condition,service_history,accident_history,color,owner_count,price_rp,instalment_rp_monthly
Toyota Yaris,Toyota,2015,118762,Surabaya,Automatic,Diesel,1300,Excellent,Partial Service Record,Unknown,Silver,1,168000000,3444000
Mitsubishi Xpander,Mitsubishi,2024,27355,Jakarta Selatan,Automatic,Petrol,1200,Good,Partial Service Record,Minor Accident,Blue,2,242000000,4961000
Nissan X-Trail,Nissan,2025,31523,Jakarta Selatan,Manual,Petrol,1000,Good,Unknown,Unknown,Black,1,180000000,3690000
Nissan Livina,Nissan,2024,45441,Jakarta Utara,Automatic,Petrol,1000,Good,Full Service Record,Never,Blue,3,170000000,3485000
Mazda Mazda3,Mazda,2022,54474,Tangerang,Manual,Petrol,1800,Good,Full Service Record,Never,Black,1,285000000,5842500
Daihatsu Terios,Daihatsu,2022,41441,Jakarta Barat,Manual,Petrol,2000,Excellent,Full Service Record,Never,Blue,1,132000000,2706000
Nissan Livina,Nissan,2015,128350,Jakarta Barat,Automatic,Petrol,1000,Good,Full Service Record,Never,Black,2,87000000,1783500
Daihatsu Ayla,Daihatsu,2025,25896,Padang,Manual,Petrol,1800,Good,Full Service Record,Never,Gray,1,155000000,3177500
Suzuki Karimun,Suzuki,2021,72354,Bandung,Manual,Hybrid,1200,Good,Partial Service Record,Never,White,2,160000000,3280000
Daihatsu Ayla,Daihatsu,2014,112361,Pekanbaru,Manual,Petrol,2400,Good,Partial Service Record,Unknown,Gray,1,75000000,1537500
Toyota Avanza,Toyota,2016,131855,Bandung,Manual,Hybrid,2400,Good,Full Service Record,Never,White,2,185000000,3792500
Honda Mobilio,Honda,2014,156803,Depok,Automatic,Petrol,1000,Excellent,Unknown,Never,Silver,3,127000000,2603500
Mitsubishi Xpander,Mitsubishi,2017,92030,Semarang,Automatic,Petrol,1200,Good,Partial Service Record,Minor Accident,Silver,1,202000000,4141000
Suzuki Ertiga,Suzuki,2021,46230,Padang,Automatic,Hybrid,2000,Excellent,Partial Service Record,Never,Black,2,215000000,4407500
Honda Jazz,Honda,2012,154371,Tangerang,Automatic,Petrol,2400,Excellent,Unknown,Unknown,Red,2,132000000,2706000
Daihatsu Xenia,Daihatsu,2022,35755,Tangerang,Automatic,Petrol,1800,Good,Unknown,Never,Blue,2,126000000,2583000
Mazda CX-5,Mazda,2019,58498,Bekasi,Manual,Petrol,1200,Excellent,Unknown,Never,White,1,252000000,5166000
Mazda Mazda2,Mazda,2017,113635,Bogor,Manual,Petrol,2400,Good,Full Service Record,Never,Blue,1,238000000,4879000
Honda CR-V,Honda,2016,105857,Bandung,Manual,Petrol,1000,Excellent,Full Service Record,Never,Black,2,127000000,2603500
Suzuki Karimun,Suzuki,2025,10733,Jakarta Utara,Automatic,Hybrid,1000,Good,Partial Service Record,Never,Silver,1,198000000,4059000
Hyundai Creta,Hyundai,2014,135043,Pekanbaru,Automatic,Electric,2400,Good,Full Service Record,Never,Blue,1,225000000,4612500
Mitsubishi Pajero,Mitsubishi,2022,52593,Jakarta Barat,Manual,Petrol,1500,Excellent,Partial Service Record,Never,Black,1,238000000,4879000
Nissan Livina,Nissan,2021,41808,Pekanbaru,Automatic,Petrol,1800,Good,Full Service Record,Never,Silver,1,182000000,3731000
Hyundai Ioniq,Hyundai,2024,28414,Medan,Manual,Electric,1000,Good,Partial Service Record,Never,Red,1,282000000,5781000
Daihatsu Xenia,Daihatsu,2023,43016,Surabaya,Automatic,Petrol,1500,Fair,Full Service Record,Never,Black,1,122000000,2501000
Mitsubishi Pajero,Mitsubishi,2024,38896,Tangerang,Automatic,Petrol,1200,Excellent,Partial Service Record,Never,Silver,1,270000000,5535000
Mazda Mazda2,Mazda,2017,143419,Jakarta Barat,Automatic,Petrol,1200,Excellent,Full Service Record,Never,Blue,2,240000000,4920000
Hyundai Ioniq,Hyundai,2020,34342,Jakarta Selatan,Manual,Petrol,1800,Good,Full Service Record,Never,Black,3,218000000,4469000
Toyota Rush,Toyota,2021,65765,Bandung,Automatic,Petrol,1500,Excellent,Full Service Record,Unknown,Blue,1,200000000,4100000
Suzuki Karimun,Suzuki,2019,71235,Tangerang,Automatic,Hybrid,1300,Good,Full Service Record,Never,Black,1,155000000,3177500
Mazda Mazda3,Mazda,2012,133348,Medan,Automatic,Petrol,1200,Good,Full Service Record,Never,White,2,202000000,4141000
Honda CR-V,Honda,2016,135149,Tangerang,Automatic,Petrol,1200,Good,Partial Service Record,Minor Accident,White,2,133000000,2726500
Daihatsu Ayla,Daihatsu,2021,83979,Padang,Automatic,Petrol,1300,Good,Unknown,Never,Gray,1,120000000,2460000
Honda City,Honda,2021,52950,Depok,Automatic,Hybrid,2400,Excellent,Unknown,Never,White,1,250000000,5125000
Suzuki Baleno,Suzuki,2013,159796,Jakarta Barat,Automatic,Petrol,1200,Fair,Full Service Record,Minor Accident,Black,1,70000000,1435000
Toyota Yaris,Toyota,2017,106846,Surabaya,Automatic,Diesel,1000,Good,Unknown,Never,Gray,3,182000000,3731000
Mitsubishi Outlander,Mitsubishi,2016,127815,Bandung,Automatic,Petrol,2400,Excellent,Full Service Record,Unknown,Gray,1,205000000,4202500
Daihatsu Xenia,Daihatsu,2025,27849,Depok,Automatic,Petrol,1500,Fair,Unknown,Never,Gray,2,122000000,2501000
Daihatsu Sigra,Daihatsu,2024,30208,Semarang,Automatic,Petrol,1200,Fair,Partial Service Record,Never,Gray,1,113000000,2316500
Mazda CX-5,Mazda,2016,126223,Makassar,Automatic,Petrol,1200,Excellent,Full Service Record,Never,Blue,1,255000000,5227500
Mitsubishi Pajero,Mitsubishi,2011,202675,Pekanbaru,Manual,Diesel,1300,Good,Full Service Record,Unknown,Gray,3,170000000,3485000
Toyota Yaris,Toyota,2014,141036,Medan,Automatic,Petrol,1300,Excellent,Partial Service Record,Never,Silver,2,152000000,3116000
Toyota Avanza,Toyota,2011,196615,Bogor,Automatic,Petrol,1500,Excellent,Partial Service Record,Minor Accident,Gray,1,100000000,2050000
Nissan X-Trail,Nissan,2011,165203,Bogor,Manual,Petrol,2000,Good,Unknown,Never,Blue,2,79000000,1619500
Mazda CX-5,Mazda,2021,88927,Bekasi,Automatic,Petrol,1800,Fair,Full Service Record,Never,Silver,1,258000000,5289000
Daihatsu Xenia,Daihatsu,2015,145280,Semarang,Automatic,Petrol,1500,Good,Unknown,Never,White,3,70000000,1435000
Hyundai Stargazer,Hyundai,2016,112732,Jakarta Selatan,Manual,Petrol,1800,Fair,Partial Service Record,Never,Gray,2,143000000,2931500
Mazda CX-5,Mazda,2013,117938,Jakarta Selatan,Manual,Petrol,2000,Excellent,Unknown,Never,Red,1,212000000,4346000
Honda Mobilio,Honda,2021,59994,Medan,Automatic,Hybrid,1800,Fair,Full Service Record,Never,Blue,1,208000000,4264000
Mitsubishi Outlander,Mitsubishi,2019,62727,Surabaya,Automatic,Diesel,2000,Good,Partial Service Record,Never,Gray,1,242000000,4961000
Honda Jazz,Honda,2012,173393,Padang,Automatic,Petrol,1500,Excellent,Full Service Record,Never,White,3,148000000,3034000
Nissan Livina,Nissan,2018,122121,Jakarta Utara,Automatic,Petrol,2400,Fair,Partial Service Record,Unknown,Red,1,115000000,2357500
Suzuki Ertiga,Suzuki,2020,74881,Semarang,Automatic,Petrol,1800,Fair,Partial Service Record,Unknown,White,1,125000000,2562500
Nissan Livina,Nissan,2013,152795,Pekanbaru,Automatic,Petrol,1300,Good,Partial Service Record,Minor Accident,Black,2,87000000,1783500
Nissan Livina,Nissan,2016,126159,Bandung,Automatic,Petrol,1800,Good,Partial Service Record,Never,Silver,2,129000000,2644500
Nissan March,Nissan,2020,77141,Padang,Manual,Petrol,1200,Good,Partial Service Record,Never,White,1,136000000,2788000
Daihatsu Sigra,Daihatsu,2024,4000,Jakarta Selatan,Manual,Petrol,2000,Excellent,Full Service Record,Never,Gray,1,168000000,3444000
Mazda CX-5,Mazda,2012,172336,Medan,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,Blue,2,165000000,3382500
Hyundai Ioniq,Hyundai,2016,131164,Padang,Manual,Electric,1300,Good,Partial Service Record,Never,Gray,1,192000000,3936000
Nissan X-Trail,Nissan,2013,151331,Medan,Automatic,Petrol,1800,Good,Partial Service Record,Minor Accident,Blue,3,85000000,1742500
Daihatsu Xenia,Daihatsu,2013,173614,Medan,Automatic,Petrol,1500,Good,Partial Service Record,Never,Black,3,70000000,1435000
Hyundai Creta,Hyundai,2017,105701,Tangerang,Automatic,Petrol,1800,Fair,Full Service Record,Never,Gray,1,158000000,3239000
Daihatsu Terios,Daihatsu,2015,145805,Pekanbaru,Automatic,Petrol,2000,Excellent,Partial Service Record,Minor Accident,Blue,1,70000000,1435000
Mazda CX-5,Mazda,2015,172915,Padang,Automatic,Petrol,1300,Excellent,Full Service Record,Never,White,2,205000000,4202500
Hyundai Ioniq,Hyundai,2019,82264,Depok,Automatic,Electric,1800,Good,Unknown,Minor Accident,Red,1,280000000,5740000
Toyota Rush,Toyota,2011,145041,Bogor,Automatic,Diesel,1000,Good,Full Service Record,Never,Silver,1,141000000,2890500
Daihatsu Sigra,Daihatsu,2014,137941,Bandung,Automatic,Petrol,2400,Good,Partial Service Record,Never,Black,2,85000000,1742500
Hyundai Ioniq,Hyundai,2025,4000,Tangerang,Automatic,Electric,2400,Excellent,Unknown,Never,Silver,1,345000000,7072500
Daihatsu Terios,Daihatsu,2012,179002,Depok,Automatic,Petrol,1200,Excellent,Full Service Record,Unknown,Black,3,70000000,1435000
Mazda CX-5,Mazda,2022,71568,Tangerang,Automatic,Petrol,1000,Excellent,Partial Service Record,Minor Accident,Red,1,278000000,5699000
Nissan March,Nissan,2012,180525,Pekanbaru,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,Black,3,73000000,1496500
Toyota Yaris,Toyota,2022,53765,Bandung,Manual,Diesel,2000,Excellent,Full Service Record,Never,Gray,1,255000000,5227500
Nissan Livina,Nissan,2019,72391,Semarang,Automatic,Petrol,1800,Good,Partial Service Record,Minor Accident,Gray,1,172000000,3526000
Mitsubishi Xpander,Mitsubishi,2016,148361,Bogor,Automatic,Diesel,1500,Excellent,Full Service Record,Never,Silver,1,205000000,4202500
Suzuki XL7,Suzuki,2022,61558,Bogor,Automatic,Hybrid,2000,Fair,Unknown,Minor Accident,White,3,178000000,3649000
Toyota Innova,Toyota,2014,149120,Surabaya,Automatic,Hybrid,1300,Good,Unknown,Unknown,Silver,1,152000000,3116000
Hyundai Stargazer,Hyundai,2012,171687,Bandung,Automatic,Petrol,1500,Good,Partial Service Record,Minor Accident,Silver,1,158000000,3239000
Mazda CX-5,Mazda,2025,14009,Pekanbaru,Automatic,Petrol,1300,Excellent,Full Service Record,Never,Blue,2,315000000,6457500
Mazda Mazda2,Mazda,2020,80139,Semarang,Automatic,Petrol,1500,Excellent,Full Service Record,Never,Red,2,258000000,5289000
Mitsubishi Outlander,Mitsubishi,2023,24960,Bogor,Manual,Diesel,2000,Good,Partial Service Record,Never,Blue,1,265000000,5432500
Nissan Livina,Nissan,2022,75454,Medan,Automatic,Petrol,1500,Excellent,Full Service Record,Minor Accident,Silver,1,180000000,3690000
Mitsubishi Pajero,Mitsubishi,2011,182742,Jakarta Barat,Automatic,Petrol,1500,Good,Unknown,Never,Red,1,146000000,2993000
Mazda Mazda3,Mazda,2014,154800,Padang,Manual,Petrol,1800,Excellent,Unknown,Never,Silver,2,235000000,4817500
Hyundai Ioniq,Hyundai,2020,64195,Makassar,Automatic,Electric,2000,Good,Full Service Record,Never,White,2,272000000,5576000
Toyota Innova,Toyota,2020,78748,Jakarta Utara,Manual,Hybrid,1800,Excellent,Full Service Record,Never,Blue,1,240000000,4920000
Honda CR-V,Honda,2011,138928,Jakarta Utara,Automatic,Petrol,1200,Excellent,Partial Service Record,Never,Blue,3,155000000,3177500
Honda HR-V,Honda,2016,99870,Surabaya,Automatic,Petrol,2000,Good,Partial Service Record,Minor Accident,White,1,150000000,3075000
Mitsubishi Xpander,Mitsubishi,2023,35434,Surabaya,Automatic,Diesel,1000,Good,Full Service Record,Never,Black,2,265000000,5432500
Suzuki XL7,Suzuki,2022,24195,Surabaya,Manual,Petrol,1300,Excellent,Partial Service Record,Never,White,2,152000000,3116000
Mitsubishi Xpander,Mitsubishi,2015,175909,Padang,Manual,Diesel,2400,Excellent,Partial Service Record,Never,Black,1,210000000,4305000
Toyota Innova,Toyota,2025,4000,Bekasi,Automatic,Diesel,1300,Fair,Partial Service Record,Minor Accident,Silver,1,230000000,4715000
Hyundai Creta,Hyundai,2017,114226,Semarang,Automatic,Electric,1800,Good,Partial Service Record,Never,Red,1,235000000,4817500
Nissan X-Trail,Nissan,2015,161803,Bekasi,Automatic,Petrol,1500,Excellent,Partial Service Record,Never,Red,1,158000000,3239000
Daihatsu Sigra,Daihatsu,2014,152663,Padang,Automatic,Petrol,1500,Fair,Unknown,Never,Black,2,70000000,1435000
Suzuki Ertiga,Suzuki,2014,138415,Jakarta Selatan,Automatic,Hybrid,1300,Excellent,Partial Service Record,Never,Gray,1,100000000,2050000
Suzuki XL7,Suzuki,2025,4000,Jakarta Selatan,Automatic,Petrol,1300,Good,Partial Service Record,Never,Blue,2,190000000,3895000
Hyundai Creta,Hyundai,2016,132118,Bandung,Manual,Electric,1000,Good,Full Service Record,Never,Black,1,235000000,4817500
Toyota Rush,Toyota,2017,93595,Pekanbaru,Automatic,Petrol,1200,Excellent,Partial Service Record,Never,Red,1,202000000,4141000
Honda Brio,Honda,2020,69849,Bogor,Manual,Petrol,1800,Good,Full Service Record,Never,White,1,178000000,3649000
Toyota Calya,Toyota,2024,36441,Jakarta Barat,Automatic,Diesel,1300,Excellent,Partial Service Record,Never,Red,1,242000000,4961000
Hyundai Stargazer,Hyundai,2025,6458,Bandung,Manual,Petrol,1000,Excellent,Full Service Record,Never,Black,1,240000000,4920000
Toyota Innova,Toyota,2016,121575,Jakarta Utara,Manual,Diesel,1300,Excellent,Full Service Record,Never,Silver,2,175000000,3587500
Nissan X-Trail,Nissan,2014,138526,Jakarta Utara,Automatic,Petrol,2400,Good,Unknown,Unknown,Silver,1,109000000,2234500
Nissan X-Trail,Nissan,2015,114543,Depok,Automatic,Petrol,2400,Excellent,Full Service Record,Never,Red,2,136000000,2788000
Hyundai Creta,Hyundai,2016,141404,Semarang,Automatic,Electric,1500,Good,Partial Service Record,Never,Blue,1,210000000,4305000
Honda Jazz,Honda,2023,61075,Bandung,Manual,Petrol,2400,Excellent,Partial Service Record,Minor Accident,Silver,1,222000000,4551000
Toyota Yaris,Toyota,2019,78299,Tangerang,Automatic,Diesel,2400,Excellent,Unknown,Never,Silver,3,240000000,4920000
Honda Brio,Honda,2024,19219,Bogor,Automatic,Hybrid,1200,Good,Full Service Record,Never,Red,1,255000000,5227500
Hyundai Creta,Hyundai,2011,176797,Tangerang,Automatic,Electric,2400,Good,Full Service Record,Never,Gray,1,202000000,4141000
Suzuki Baleno,Suzuki,2023,45698,Jakarta Selatan,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,Black,2,162000000,3321000
Nissan Livina,Nissan,2011,163704,Depok,Automatic,Petrol,1800,Good,Full Service Record,Never,Red,1,111000000,2275500
Nissan March,Nissan,2013,154406,Surabaya,Automatic,Petrol,2400,Good,Unknown,Never,Silver,1,106000000,2173000
Mitsubishi Outlander,Mitsubishi,2020,76733,Semarang,Automatic,Petrol,2400,Good,Partial Service Record,Never,Blue,3,245000000,5022500
Toyota Innova,Toyota,2021,71556,Pekanbaru,Automatic,Petrol,1200,Good,Partial Service Record,Unknown,Black,1,192000000,3936000
Suzuki Karimun,Suzuki,2022,4000,Surabaya,Automatic,Hybrid,2000,Good,Partial Service Record,Never,Black,2,218000000,4469000
Hyundai Stargazer,Hyundai,2015,139261,Pekanbaru,Automatic,Petrol,1500,Excellent,Full Service Record,Never,Silver,1,178000000,3649000
Daihatsu Sigra,Daihatsu,2016,126225,Depok,Automatic,Petrol,2400,Good,Unknown,Never,Black,1,91000000,1865500
Daihatsu Ayla,Daihatsu,2022,66139,Pekanbaru,Manual,Petrol,1000,Excellent,Full Service Record,Never,Red,2,135000000,2767500
Mitsubishi Xpander,Mitsubishi,2019,74527,Pekanbaru,Manual,Diesel,1500,Excellent,Full Service Record,Never,Red,1,260000000,5330000
Suzuki XL7,Suzuki,2018,86669,Tangerang,Manual,Hybrid,1800,Excellent,Full Service Record,Never,Gray,1,175000000,3587500
Toyota Fortuner,Toyota,2015,153645,Tangerang,Manual,Petrol,2000,Good,Partial Service Record,Minor Accident,Red,1,155000000,3177500
Mitsubishi Outlander,Mitsubishi,2018,67863,Medan,Automatic,Diesel,2400,Excellent,Partial Service Record,Never,White,2,265000000,5432500
Suzuki Ertiga,Suzuki,2025,41323,Tangerang,Automatic,Petrol,1800,Good,Full Service Record,Never,Blue,3,190000000,3895000
Daihatsu Xenia,Daihatsu,2025,58006,Jakarta Selatan,Automatic,Petrol,1000,Good,Full Service Record,Never,Blue,1,127000000,2603500
Toyota Fortuner,Toyota,2014,152594,Bekasi,Automatic,Petrol,2000,Excellent,Full Service Record,Never,Silver,2,137000000,2808500
Mitsubishi Xpander,Mitsubishi,2022,62653,Bandung,Automatic,Petrol,1300,Fair,Full Service Record,Unknown,Silver,1,208000000,4264000
Nissan March,Nissan,2018,69187,Bekasi,Automatic,Petrol,1000,Excellent,Full Service Record,Never,Silver,1,121000000,2480500
Mazda Mazda3,Mazda,2017,95497,Semarang,Automatic,Petrol,1500,Good,Partial Service Record,Never,Red,1,252000000,5166000
Toyota Fortuner,Toyota,2014,163041,Pekanbaru,Manual,Diesel,2400,Fair,Full Service Record,Never,White,1,131000000,2685500
Mitsubishi Outlander,Mitsubishi,2023,42512,Pekanbaru,Automatic,Petrol,1800,Good,Unknown,Never,Silver,3,248000000,5084000
Mazda Mazda3,Mazda,2021,56734,Makassar,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,Gray,1,270000000,5535000
Toyota Fortuner,Toyota,2011,184191,Jakarta Utara,Automatic,Diesel,1000,Excellent,Full Service Record,Minor Accident,Gray,3,99000000,2029500
Nissan X-Trail,Nissan,2013,165125,Surabaya,Automatic,Petrol,1800,Good,Unknown,Never,Black,2,79000000,1619500
Suzuki Baleno,Suzuki,2011,174724,Bekasi,Automatic,Petrol,1300,Good,Full Service Record,Unknown,White,1,70000000,1435000
Daihatsu Sigra,Daihatsu,2025,11478,Jakarta Barat,Automatic,Petrol,1200,Excellent,Unknown,Never,Blue,2,172000000,3526000
Honda City,Honda,2012,167346,Makassar,Automatic,Petrol,1300,Excellent,Partial Service Record,Never,White,1,105000000,2152500
Honda Mobilio,Honda,2019,65058,Medan,Manual,Petrol,1200,Excellent,Partial Service Record,Never,White,2,178000000,3649000
Mitsubishi Xpander,Mitsubishi,2021,65824,Surabaya,Automatic,Petrol,2400,Excellent,Partial Service Record,Never,Red,2,265000000,5432500
Nissan X-Trail,Nissan,2022,80464,Bekasi,Automatic,Petrol,1500,Fair,Partial Service Record,Never,Black,2,147000000,3013500
Mitsubishi Xpander,Mitsubishi,2021,91175,Surabaya,Automatic,Petrol,1300,Fair,Unknown,Never,Gray,2,208000000,4264000
Daihatsu Sigra,Daihatsu,2025,4000,Bogor,Manual,Petrol,1300,Good,Unknown,Minor Accident,Silver,1,129000000,2644500
Toyota Rush,Toyota,2021,70271,Jakarta Barat,Automatic,Diesel,1500,Fair,Unknown,Never,Gray,2,182000000,3731000
Daihatsu Xenia,Daihatsu,2011,192159,Tangerang,Manual,Petrol,1200,Good,Partial Service Record,Never,Silver,2,70000000,1435000
Mitsubishi Pajero,Mitsubishi,2013,148610,Semarang,Manual,Petrol,1800,Excellent,Full Service Record,Minor Accident,Red,1,185000000,3792500
Suzuki Karimun,Suzuki,2012,150644,Makassar,Manual,Petrol,1500,Good,Unknown,Never,Silver,1,70000000,1435000
Suzuki Baleno,Suzuki,2022,24225,Bekasi,Automatic,Hybrid,1000,Good,Partial Service Record,Never,Red,3,198000000,4059000
Mazda CX-5,Mazda,2019,75995,Semarang,Automatic,Petrol,2400,Good,Full Service Record,Unknown,Black,1,270000000,5535000
Toyota Avanza,Toyota,2023,42300,Padang,Manual,Hybrid,2000,Good,Full Service Record,Never,Gray,2,250000000,5125000
Toyota Rush,Toyota,2025,9154,Padang,Automatic,Petrol,1300,Fair,Partial Service Record,Never,Black,1,225000000,4612500
Honda HR-V,Honda,2015,121003,Jakarta Utara,Manual,Petrol,1000,Excellent,Unknown,Never,Silver,1,140000000,2870000
Suzuki Baleno,Suzuki,2011,157515,Bekasi,Automatic,Petrol,1000,Good,Partial Service Record,Never,Black,1,70000000,1435000
Mazda Mazda2,Mazda,2012,174312,Pekanbaru,Automatic,Petrol,1500,Excellent,Full Service Record,Never,White,1,188000000,3854000
Honda Jazz,Honda,2017,127197,Jakarta Barat,Manual,Petrol,2000,Good,Unknown,Never,Blue,3,140000000,2870000
Mitsubishi Xpander,Mitsubishi,2024,7315,Padang,Automatic,Petrol,1200,Excellent,Full Service Record,Unknown,Red,1,260000000,5330000
Suzuki Ertiga,Suzuki,2022,56071,Bekasi,Automatic,Petrol,1300,Excellent,Unknown,Minor Accident,Blue,3,165000000,3382500
Mitsubishi Pajero,Mitsubishi,2012,134169,Jakarta Selatan,Manual,Petrol,2400,Excellent,Full Service Record,Never,Red,2,175000000,3587500
Mitsubishi Outlander,Mitsubishi,2015,120165,Jakarta Utara,Manual,Petrol,2000,Excellent,Full Service Record,Never,Silver,2,200000000,4100000
Hyundai Creta,Hyundai,2024,37132,Bogor,Manual,Petrol,1000,Good,Full Service Record,Never,Black,3,230000000,4715000
Nissan X-Trail,Nissan,2015,111880,Jakarta Utara,Manual,Petrol,1800,Good,Partial Service Record,Never,White,1,106000000,2173000
Mazda Mazda3,Mazda,2012,157120,Depok,Automatic,Petrol,2400,Fair,Partial Service Record,Never,White,1,170000000,3485000
Hyundai Stargazer,Hyundai,2024,49523,Pekanbaru,Automatic,Electric,1000,Good,Unknown,Never,Blue,3,305000000,6252500
Mazda Mazda3,Mazda,2024,10808,Pekanbaru,Manual,Petrol,2000,Excellent,Unknown,Unknown,Black,2,298000000,6109000
Suzuki Karimun,Suzuki,2011,164628,Padang,Automatic,Hybrid,2400,Excellent,Full Service Record,Unknown,Silver,1,131000000,2685500
Nissan Livina,Nissan,2024,34365,Surabaya,Automatic,Petrol,2000,Good,Full Service Record,Unknown,White,1,205000000,4202500
Hyundai Stargazer,Hyundai,2012,203185,Bogor,Automatic,Electric,1800,Good,Partial Service Record,Never,Black,2,192000000,3936000
Daihatsu Sigra,Daihatsu,2023,31685,Medan,Automatic,Petrol,1200,Good,Full Service Record,Unknown,White,3,135000000,2767500
Honda City,Honda,2012,181837,Tangerang,Automatic,Petrol,1800,Excellent,Full Service Record,Unknown,Blue,2,106000000,2173000
Toyota Rush,Toyota,2011,204223,Surabaya,Automatic,Diesel,1500,Excellent,Partial Service Record,Unknown,Silver,1,158000000,3239000
Hyundai Stargazer,Hyundai,2016,125859,Semarang,Automatic,Electric,1000,Good,Full Service Record,Minor Accident,Gray,1,220000000,4510000
Honda HR-V,Honda,2018,91141,Pekanbaru,Automatic,Hybrid,1000,Excellent,Partial Service Record,Never,Silver,2,220000000,4510000
Mitsubishi Pajero,Mitsubishi,2016,104226,Padang,Automatic,Petrol,1300,Excellent,Partial Service Record,Never,Blue,1,222000000,4551000
Suzuki XL7,Suzuki,2020,46346,Jakarta Barat,Automatic,Hybrid,1500,Excellent,Partial Service Record,Never,Red,1,210000000,4305000
Nissan Livina,Nissan,2011,200010,Padang,Automatic,Petrol,1200,Excellent,Full Service Record,Never,Silver,2,85000000,1742500
Suzuki Karimun,Suzuki,2017,111257,Padang,Automatic,Hybrid,2000,Excellent,Full Service Record,Unknown,White,2,165000000,3382500
Suzuki Baleno,Suzuki,2025,35990,Bandung,Automatic,Hybrid,1300,Excellent,Full Service Record,Minor Accident,Black,2,228000000,4674000
Hyundai Ioniq,Hyundai,2023,53800,Makassar,Manual,Electric,1300,Good,Full Service Record,Never,Silver,1,288000000,5904000
Toyota Innova,Toyota,2015,120894,Tangerang,Automatic,Hybrid,1200,Good,Full Service Record,Minor Accident,Red,2,165000000,3382500
Mitsubishi Outlander,Mitsubishi,2019,62636,Depok,Automatic,Petrol,1800,Good,Full Service Record,Unknown,White,2,218000000,4469000
Honda HR-V,Honda,2013,163428,Bogor,Manual,Petrol,1200,Excellent,Partial Service Record,Never,Blue,1,95000000,1947500
Mazda Mazda2,Mazda,2016,108614,Makassar,Automatic,Petrol,2000,Good,Partial Service Record,Never,Red,2,220000000,4510000
Mazda CX-5,Mazda,2023,42780,Medan,Automatic,Petrol,2000,Excellent,Partial Service Record,Minor Accident,Red,2,305000000,6252500
Mitsubishi Outlander,Mitsubishi,2025,4000,Jakarta Utara,Manual,Petrol,1300,Good,Partial Service Record,Never,White,1,242000000,4961000
Toyota Avanza,Toyota,2015,116497,Makassar,Automatic,Petrol,2000,Good,Partial Service Record,Minor Accident,Black,2,168000000,3444000
Honda Mobilio,Honda,2024,21462,Depok,Automatic,Petrol,1500,Excellent,Unknown,Never,Black,2,222000000,4551000
Daihatsu Xenia,Daihatsu,2011,196813,Semarang,Automatic,Petrol,1000,Fair,Unknown,Never,Black,2,70000000,1435000
Suzuki Baleno,Suzuki,2013,161517,Padang,Manual,Petrol,1500,Excellent,Full Service Record,Never,Black,1,82000000,1681000
Hyundai Creta,Hyundai,2023,57210,Jakarta Barat,Automatic,Petrol,2400,Excellent,Full Service Record,Never,White,2,265000000,5432500
Hyundai Stargazer,Hyundai,2019,61795,Depok,Automatic,Electric,1500,Excellent,Partial Service Record,Unknown,White,2,278000000,5699000
Mazda Mazda2,Mazda,2023,16972,Bogor,Automatic,Petrol,2400,Good,Partial Service Record,Never,Silver,1,300000000,6150000
Suzuki Ertiga,Suzuki,2011,178395,Medan,Automatic,Petrol,1500,Excellent,Partial Service Record,Never,Blue,1,70000000,1435000
Mitsubishi Xpander,Mitsubishi,2018,134982,Makassar,Automatic,Petrol,1300,Excellent,Full Service Record,Unknown,Black,2,225000000,4612500
Toyota Agya,Toyota,2013,168137,Jakarta Barat,Automatic,Petrol,1500,Good,Full Service Record,Never,Red,1,107000000,2193500
Mitsubishi Pajero,Mitsubishi,2024,4800,Jakarta Barat,Manual,Petrol,2000,Excellent,Full Service Record,Never,Silver,2,282000000,5781000
Mitsubishi Xpander,Mitsubishi,2020,70629,Semarang,Manual,Petrol,1800,Good,Unknown,Never,Black,1,220000000,4510000
Mazda CX-5,Mazda,2020,75972,Makassar,Manual,Petrol,1300,Fair,Full Service Record,Never,White,2,215000000,4407500
Hyundai Stargazer,Hyundai,2019,73763,Tangerang,Automatic,Electric,1300,Good,Partial Service Record,Minor Accident,Silver,1,260000000,5330000
Nissan X-Trail,Nissan,2022,59038,Bogor,Automatic,Petrol,1000,Excellent,Full Service Record,Minor Accident,Black,1,178000000,3649000
Nissan March,Nissan,2013,153183,Bekasi,Automatic,Petrol,2400,Good,Partial Service Record,Never,White,1,129000000,2644500
Nissan Livina,Nissan,2018,90612,Bekasi,Automatic,Petrol,1300,Excellent,Full Service Record,Never,Blue,2,142000000,2911000
Honda CR-V,Honda,2020,94684,Bekasi,Manual,Petrol,2000,Fair,Partial Service Record,Unknown,Gray,2,178000000,3649000
Suzuki XL7,Suzuki,2015,101226,Jakarta Utara,Automatic,Petrol,1300,Good,Partial Service Record,Never,Silver,1,107000000,2193500
Suzuki Ertiga,Suzuki,2019,66687,Medan,Manual,Hybrid,1800,Excellent,Full Service Record,Never,White,1,180000000,3690000
Toyota Yaris,Toyota,2018,81288,Jakarta Utara,Automatic,Hybrid,1200,Good,Partial Service Record,Never,Black,3,202000000,4141000
